Market,Customer,Category,Division,PromotionType,InStoreLocation,PromotionMonth,PromoDurationWeeks,ListPrice,PlannedPromoVolume,PlannedBaseVolume,PlannedIncrementalVolume,PlannedVolumeUplift,PlannedPromoRevenue,PlannedOnInvoiceSpend,PlannedOffInvoiceSpend,PlannedTradeSpend,PlannedCostPerUnit,PlannedNetRevenue,PlannedTurnover,PlannedGrossProfit,PlannedCOGS,PlannedEventSpend,PlannedBaseRevenue,PlannedBaseOnInvoiceSpend,PlannedBaseOffInvoiceSpend,PlannedBaseTurnover,PlannedBaseGrossProfit,PlannedBaseCOGS,PlannedBaseNetRevenue,PlannedROI,IsPipeFill,IsDefensivePromo,InstoreStartDate_Week,InstoreEndDate_Week,InstoreStartDate_Month,InstoreEndDate_Month,ActualSalesVolume,ForecastAccuracyRatio
Western Europe,GreenLeaf Supermarkets,SCRATCH COOKING AID,Food & Beverage,Loyalty Mechanic,Mid Aisle Display,March,2,14.06,878.0,986.0,-108.0,0.891,12346.95,1295.62,863.75,2159.37,2.4586,11051.33,10187.58,3639.15,6548.43,232.23,13858.68,277.17,138.59,13442.92,6092.72,7350.2,13581.51,-1.3288,0,1,15,17,3,3,522.0,0.594
Southeast Asia,CityGrocer Ltd,HEALTHY SNACKING,Personal Care & Home,Multi-Buy Free Gift,Checkout Display,December,2,9.27,34363.0,13285.0,21078.0,2.587,318669.18,14684.17,9789.44,24473.61,0.7122,303985.02,294195.57,102016.87,192178.7,2886.62,123197.96,2463.96,1231.98,119502.02,45205.46,74296.56,120734.0,2.1703,0,0,49,51,12,12,47796.0,1.391
Southeast Asia,PrimeRetail Group,SKIN CLEANSING,Personal Care & Home,Other,Shelf,October,2,24.92,11276.0,5138.0,6138.0,2.195,281006.94,31021.48,20680.99,51702.47,4.5854,249985.46,229304.47,73998.65,155305.83,6400.67,128040.79,2560.82,1280.41,124199.57,53434.48,70765.09,125479.98,0.3234,0,0,42,44,10,10,24206.0,2.147
Western Europe,GreenLeaf Supermarkets,ICE CREAM CATEGORY,Food & Beverage,Temporary Price Reduction,Pallet Display,November,2,14.15,8019.0,5319.0,2699.0,1.507,113471.59,9174.93,6116.62,15291.55,1.907,104296.66,98180.04,25587.61,72592.43,2069.51,75273.77,1505.48,752.74,73015.56,24859.84,48155.72,73768.3,-0.1001,0,0,45,47,11,11,2829.0,0.353
Southeast Asia,CityGrocer Ltd,DRESSING,Personal Care & Home,Temporary Price Reduction,Pallet Display,October,2,19.49,5178.0,2657.0,2521.0,1.949,100923.83,7510.53,5007.02,12517.55,2.4175,93413.31,88406.29,25214.48,63191.81,745.87,51788.99,1035.78,517.89,50235.32,17808.49,32426.83,50753.21,0.4675,0,0,41,43,10,10,9524.0,1.839
Western Europe,ValueMart Stores,SKIN CARE,Personal Care & Home,Everyday Low Price,Pallet Display,August,2,13.22,1743.0,1053.0,690.0,1.656,23043.7,2742.82,1828.54,4571.36,2.6233,20300.88,18472.34,5971.77,12500.57,50.97,13917.98,278.36,139.18,13500.44,5950.32,7550.12,13639.62,-0.0866,0,0,34,36,8,8,842.0,0.483
Western Europe,GreenLeaf Supermarkets,FABRIC ENHANCER,Food & Beverage,Shopper Activation,None Specified,June,3,24.44,1777.0,1050.0,727.0,1.692,43428.88,2516.88,1677.92,4194.8,2.3603,40912.0,39234.08,15687.2,23546.88,424.1,25668.86,513.38,256.69,24898.8,10981.3,13917.5,25155.49,0.9383,0,0,25,28,6,6,944.0,0.531
Southeast Asia,Metro Grocery Group,ORAL CARE,Personal Care & Home,Special Pack,Pallet Display,November,2,6.87,2326.0,802.0,1525.0,2.902,15976.28,1661.52,1107.68,2769.2,1.1904,14314.77,13207.09,5073.23,8133.85,292.99,5505.21,110.1,55.05,5340.05,2537.24,2802.81,5395.1,0.8561,0,0,45,47,11,11,2029.0,0.872
Southeast Asia,HomeSave Supermarkets,FABRIC ENHANCER,Food & Beverage,Multi-Unit Deal,None Specified,March,1,3.13,68930.0,42416.0,26514.0,1.625,215804.95,22064.14,14709.43,36773.57,0.5335,193740.81,179031.38,47000.5,132030.88,1353.11,132795.73,2655.91,1327.96,128811.85,47566.56,81245.29,130139.81,-0.1237,0,0,14,15,3,3,170115.0,2.468
Southeast Asia,PrimeRetail Group,ORAL CARE,Food & Beverage,Discounted Retail Price,In-Store Event,July,2,2.19,16805.0,10236.0,6569.0,1.642,36848.69,1696.64,1131.1,2827.74,0.1683,35152.04,34020.94,10169.18,23851.77,303.31,22444.08,448.88,224.44,21770.76,7242.94,14527.82,21995.2,0.7967,0,0,31,33,7,7,37945.0,2.258
Southeast Asia,HomeSave Supermarkets,HOME & HYGIENE,Food & Beverage,Discounted Retail Price,Checkout Display,September,2,3.71,19057.0,5776.0,13281.0,3.299,70790.62,6161.55,4107.7,10269.25,0.5389,64629.07,60521.37,24611.18,35910.19,1177.23,21456.67,429.13,214.57,20812.97,9928.58,10884.39,21027.54,1.3671,0,0,38,40,9,9,26828.0,1.408
Southeast Asia,CityGrocer Ltd,HEALTHY SNACKING,Personal Care & Home,Multi-Buy Free Gift,Checkout Display,August,2,14.07,6911.0,3321.0,3589.0,2.081,97221.15,4656.36,3104.24,7760.61,1.123,92564.78,89460.54,35825.46,53635.08,183.2,46725.58,934.51,467.26,45323.82,19546.19,25777.63,45791.07,1.9171,0,0,33,35,8,8,7774.0,1.125
Southeast Asia,Metro Grocery Group,HEALTHY SNACKING,Personal Care & Home,Temporary Price Reduction,Checkout Display,October,1,24.63,22349.0,9167.0,13183.0,2.438,550426.24,18015.74,12010.5,30026.24,1.3435,532410.49,520400.0,162777.26,357622.73,2808.78,225758.84,4515.18,2257.59,218986.07,72306.12,146679.95,221243.66,2.7875,0,0,42,43,10,10,23759.0,1.063
Western Europe,FineFood Retail,SKIN CLEANSING,Food & Beverage,Temporary Price Reduction,Free Standing Unit,September,4,5.37,16621.0,9072.0,7549.0,1.832,89234.66,3871.05,2580.7,6451.75,0.3882,85363.62,82782.92,34483.62,48299.3,373.37,48704.54,974.09,487.05,47243.4,20881.51,26361.9,47730.45,1.8818,0,0,39,43,9,9,5718.0,0.344
Southeast Asia,HomeSave Supermarkets,SCRATCH COOKING AID,Personal Care & Home,Everyday Low Price,Free Standing Unit,August,1,8.15,29259.0,7868.0,21392.0,3.719,238490.8,16555.26,11036.84,27592.1,0.943,221935.55,210898.71,86645.23,124253.47,300.26,64129.29,1282.59,641.29,62205.41,28794.11,33411.3,62846.7,2.0269,0,0,34,35,8,8,46780.0,1.599
Western Europe,FineFood Retail,BEVERAGE,Food & Beverage,Everyday Low Price,End of Aisle Display,September,1,23.93,9157.0,4383.0,4774.0,2.089,219164.07,24835.89,16557.26,41393.14,4.5204,194328.19,177770.93,39291.45,138479.48,3180.05,104913.36,2098.27,1049.13,101765.95,35476.14,66289.82,102815.09,0.0161,0,0,39,40,9,9,11892.0,1.299
Southeast Asia,EastMart Retail,ORAL CARE,Personal Care & Home,Multi-Buy Free Gift,None Specified,April,4,4.14,5629.0,3190.0,2440.0,1.765,23292.52,1309.28,872.85,2182.13,0.3876,21983.25,21110.4,7767.58,13342.81,263.27,13197.72,263.95,131.98,12801.79,5241.65,7560.14,12933.77,0.9761,0,0,19,23,4,4,15524.0,2.758
Western Europe,BudgetHome Stores,SKIN CARE,Personal Care & Home,Temporary Price Reduction,Pallet Display,February,2,5.71,2544.0,2385.0,159.0,1.067,14526.37,1281.75,854.5,2136.26,0.8398,13244.61,12390.11,4504.41,7885.7,158.72,13618.66,272.37,136.19,13210.1,5817.15,7392.95,13346.29,-0.8058,0,0,10,12,2,2,1655.0,0.65
Western Europe,HealthFirst Pharmacy,FABRIC CLEANING,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,December,4,2.1,7270.0,10463.0,-3194.0,0.695,15246.96,511.49,340.99,852.48,0.1173,14735.47,14394.48,5741.79,8652.69,7.88,21945.03,438.9,219.45,21286.68,8832.82,12453.86,21506.13,-4.3982,0,1,51,55,12,12,4847.0,0.667
Southeast Asia,PrimeRetail Group,SKIN CARE,Personal Care & Home,Discounted Retail Price,Pallet Display,July,3,15.84,652.0,283.0,369.0,2.306,10336.74,1183.76,789.17,1972.93,3.0241,9152.98,8363.8,2323.54,6040.26,22.12,4482.84,89.66,44.83,4348.35,1728.81,2619.54,4393.18,0.2333,0,0,29,32,7,7,1842.0,2.824
Southeast Asia,HomeSave Supermarkets,SKIN CLEANSING,Food & Beverage,Special Pack,Free Standing Unit,September,4,1.99,5933.0,2874.0,3059.0,2.064,11817.48,997.05,664.7,1661.74,0.2801,10820.43,10155.74,3252.67,6903.07,150.19,5724.87,114.5,57.25,5553.12,2208.99,3344.13,5610.37,0.5247,0,0,39,43,9,9,9036.0,1.523
Southeast Asia,HomeSave Supermarkets,HOME & HYGIENE,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,January,2,3.8,3697.0,1036.0,2661.0,3.567,14061.68,1312.73,875.15,2187.88,0.5917,12748.95,11873.8,4595.63,7278.17,101.73,3941.87,78.84,39.42,3823.62,1783.35,2040.27,3863.03,1.2313,0,0,6,8,1,1,2475.0,0.669
Southeast Asia,EastMart Retail,SKIN CARE,Personal Care & Home,Discounted Retail Price,Shelf,October,3,17.04,14652.0,6905.0,7747.0,2.122,249659.2,23440.87,15627.24,39068.11,2.6664,226218.33,210591.09,97710.58,112880.51,2573.87,117650.52,2353.01,1176.51,114121.0,60926.69,53194.32,115297.51,0.8512,0,0,41,44,10,10,53064.0,3.622
Western Europe,GreenLeaf Supermarkets,SKIN CARE,Personal Care & Home,Shopper Activation,End of Aisle Display,April,3,7.43,15740.0,24329.0,-8589.0,0.647,116919.47,5155.95,3437.3,8593.24,0.546,111763.52,108326.23,33429.71,74896.52,522.56,180724.69,3614.49,1807.25,175302.95,59533.95,115768.99,177110.2,-3.6687,0,1,19,22,4,4,7072.0,0.449
Western Europe,FineFood Retail,SCRATCH COOKING AID,Food & Beverage,Temporary Price Reduction,Mid Aisle Display,February,2,11.98,54892.0,31339.0,23553.0,1.752,657588.66,33023.75,22015.83,55039.58,1.0027,624564.91,602549.08,211038.73,391510.35,5844.07,375429.01,7508.58,3754.29,364166.14,140645.95,223520.19,367920.43,1.0743,0,0,11,13,2,2,32156.0,0.586
Western Europe,GreenLeaf Supermarkets,FABRIC CLEANING,Personal Care & Home,Everyday Low Price,In-Store Event,March,4,13.02,23229.0,28990.0,-5762.0,0.801,302441.87,18825.81,12550.54,31376.35,1.3508,283616.06,271065.52,84892.67,186172.85,106.39,377460.19,7549.2,3774.6,366136.38,133784.83,232351.55,369910.99,-1.9192,0,1,14,18,3,3,15732.0,0.677
Southeast Asia,Metro Grocery Group,SCRATCH COOKING AID,Personal Care & Home,Temporary Price Reduction,Online,February,4,18.47,31346.0,8148.0,23198.0,3.847,579097.46,27299.31,18199.54,45498.85,1.4515,551798.15,533598.61,221794.46,311804.15,488.0,150537.12,3010.74,1505.37,146021.01,64967.12,81053.89,147526.38,3.3476,0,0,9,13,2,2,94829.0,3.025
Southeast Asia,CityGrocer Ltd,HAIR CARE,Food & Beverage,Multi-Unit Deal,Mid Aisle Display,April,4,7.98,4810.0,1271.0,3539.0,3.784,38360.54,3915.57,2610.38,6525.95,1.3568,34444.97,31834.59,7527.37,24307.22,590.28,10138.82,202.78,101.39,9834.65,3410.17,6424.48,9936.04,0.5843,0,0,18,22,4,4,16300.0,3.389
Southeast Asia,Metro Grocery Group,ORAL CARE,Personal Care & Home,Multi-Unit Deal,Online,June,3,6.21,17773.0,5975.0,11798.0,2.975,110452.81,6169.86,4113.24,10283.11,0.5786,104282.94,100169.7,46889.57,53280.13,384.53,37132.16,742.64,371.32,36018.2,18106.42,17911.78,36389.52,2.6907,0,0,26,29,6,6,75817.0,4.266
Western Europe,GreenLeaf Supermarkets,HEALTHY SNACKING,Food & Beverage,Loyalty Mechanic,Online,September,3,2.42,628.0,715.0,-88.0,0.878,1520.38,87.41,58.27,145.68,0.2321,1432.98,1374.7,464.12,910.59,1.04,1732.41,34.65,17.32,1680.44,642.86,1037.58,1697.76,-1.5838,0,1,39,42,9,9,478.0,0.761
Southeast Asia,EastMart Retail,HAIR CARE,Personal Care & Home,Discounted Retail Price,Checkout Display,June,2,3.12,106508.0,27520.0,78987.0,3.87,331840.95,25108.9,16739.27,41848.17,0.3929,306732.05,289992.78,118834.54,171158.24,3190.79,85744.06,1714.88,857.44,83171.74,38946.33,44225.41,84029.18,1.8475,0,0,25,27,6,6,86238.0,0.81
Southeast Asia,HomeSave Supermarkets,DRESSING,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,June,2,19.53,16418.0,7145.0,9272.0,2.298,320616.64,15589.17,10392.78,25981.95,1.5826,305027.47,294634.69,92631.15,202003.54,2038.21,139538.84,2790.78,1395.39,135352.67,47436.65,87916.02,136748.06,1.5783,0,0,27,29,6,6,22655.0,1.38
Southeast Asia,Metro Grocery Group,HOME & HYGIENE,Personal Care & Home,Discounted Retail Price,Pallet Display,September,4,21.83,35866.0,9306.0,26560.0,3.854,782910.04,58716.65,39144.43,97861.08,2.7285,724193.38,685048.95,310676.41,374372.54,3198.66,203137.61,4062.75,2031.38,197043.48,99906.98,97136.5,199074.85,2.0915,0,0,37,41,9,9,72538.0,2.022
Southeast Asia,PrimeRetail Group,SCRATCH COOKING AID,Personal Care & Home,Everyday Low Price,Mid Aisle Display,April,2,12.36,31905.0,9315.0,22590.0,3.425,394491.76,37187.88,24791.92,61979.81,1.9427,357303.88,332511.96,96926.57,235585.38,1285.54,115172.59,2303.45,1151.73,111717.41,42937.83,68779.58,112869.14,0.8153,0,0,18,20,4,4,43081.0,1.35
Southeast Asia,Metro Grocery Group,HEALTHY SNACKING,Personal Care & Home,Multi-Buy Free Gift,Pallet Display,March,3,15.71,99233.0,29484.0,69748.0,3.366,1558783.96,143054.27,95369.51,238423.79,2.4027,1415729.69,1320360.18,613184.87,707175.31,11150.28,463146.75,9262.94,4631.47,449252.35,239136.03,210116.32,453883.82,1.5106,0,0,14,17,3,3,185026.0,1.865
Western Europe,HealthFirst Pharmacy,DEODORANT & FRAGRANCE,Personal Care & Home,Special Pack,Free Standing Unit,November,3,23.38,41471.0,24205.0,17266.0,1.713,969553.8,102508.48,68338.99,170847.46,4.1197,867045.32,798706.33,236860.2,561846.13,8751.84,565885.74,11317.71,5658.86,548909.16,220984.39,327924.78,554568.02,-0.0064,0,0,46,49,11,11,16837.0,0.406
Western Europe,NorthernMart Supermarkets,FABRIC ENHANCER,Personal Care & Home,Special Pack,None Specified,February,3,9.85,27100.0,14181.0,12920.0,1.911,266994.74,27725.98,18483.99,46209.97,1.7051,239268.76,220784.77,98249.83,122534.94,5236.27,139709.61,2794.19,1397.1,135518.33,71399.8,64118.52,136915.42,0.4903,0,0,11,14,2,2,29268.0,1.08
Southeast Asia,PrimeRetail Group,SKIN CARE,Personal Care & Home,Temporary Price Reduction,Free Standing Unit,March,3,2.32,49046.0,22898.0,26148.0,2.142,113771.94,7614.1,5076.07,12690.16,0.2587,106157.85,101081.78,47459.71,53622.07,1724.57,53116.71,1062.33,531.17,51523.21,26488.67,25034.54,52054.38,1.527,0,0,13,16,3,3,438079.0,8.932
Western Europe,FineFood Retail,ICE CREAM CATEGORY,Personal Care & Home,Loyalty Mechanic,Pallet Display,September,3,2.4,8665.0,5463.0,3202.0,1.586,20758.87,1534.68,1023.12,2557.79,0.2952,19224.19,18201.07,5903.4,12297.68,333.39,13088.26,261.77,130.88,12695.61,4942.05,7753.56,12826.49,0.2223,0,0,37,40,9,9,5323.0,0.614
Western Europe,ValueMart Stores,DEODORANT & FRAGRANCE,Personal Care & Home,Everyday Low Price,Free Standing Unit,April,1,18.86,21626.0,10615.0,11011.0,2.037,407914.41,35190.38,23460.26,58650.64,2.712,372724.02,349263.77,85230.38,264033.38,4694.31,200224.82,4004.5,2002.25,194218.07,64617.27,129600.81,196220.32,0.249,0,0,18,19,4,4,29866.0,1.381
Western Europe,ValueMart Stores,HEALTHY SNACKING,Food & Beverage,Temporary Price Reduction,Online,August,2,19.15,1544.0,908.0,636.0,1.7,29567.98,2692.65,1795.1,4487.76,2.9073,26875.33,25080.23,10601.32,14478.91,332.53,17392.73,347.85,173.93,16870.94,8354.04,8516.91,17044.87,0.3845,0,0,35,37,8,8,597.0,0.387
Western Europe,NorthernMart Supermarkets,ICE CREAM CATEGORY,Food & Beverage,Multi-Buy Deal,End of Aisle Display,June,3,20.56,6609.0,3468.0,3140.0,1.905,135865.72,14579.58,9719.72,24299.31,3.6769,121286.14,111566.41,23482.11,88084.31,1071.74,71307.89,1426.16,713.08,69168.65,22938.4,46230.25,69881.73,-0.0657,0,0,25,28,6,6,5131.0,0.776
Southeast Asia,HomeSave Supermarkets,SKIN CARE,Food & Beverage,Discounted Retail Price,Free Standing Unit,May,2,2.81,276822.0,70398.0,206424.0,3.932,777809.2,63513.21,42342.14,105855.34,0.3824,714295.99,671953.86,187685.37,484268.48,7643.54,197803.29,3956.07,1978.03,191869.19,68715.72,123153.46,193847.22,1.0678,0,0,22,24,5,5,575447.0,2.079
Southeast Asia,EastMart Retail,HOME & HYGIENE,Personal Care & Home,Multi-Buy Free Gift,Shelf,May,2,2.31,31355.0,13413.0,17943.0,2.338,72457.49,4052.64,2701.76,6754.4,0.2154,68404.85,65703.09,21961.26,43741.83,207.97,30994.79,619.9,309.95,30064.95,11353.72,18711.23,30374.9,1.4328,0,0,21,23,5,5,123113.0,3.926
Southeast Asia,PrimeRetail Group,DRESSING,Personal Care & Home,Everyday Low Price,Free Standing Unit,June,3,14.72,32253.0,9071.0,23182.0,3.556,474851.3,55460.27,36973.52,92433.79,2.8659,419391.03,382417.51,148104.6,234312.91,9901.49,133547.0,2670.94,1335.47,129540.59,63642.51,65898.07,130876.06,0.8704,0,0,25,28,6,6,145372.0,4.507
Western Europe,NorthernMart Supermarkets,HOME & HYGIENE,Personal Care & Home,Shopper Activation,Online,April,2,14.97,30539.0,12559.0,17980.0,2.432,457224.29,22779.81,15186.54,37966.34,1.2432,434444.48,419257.95,134662.38,284595.57,4229.82,188031.99,3760.64,1880.32,182391.03,65352.04,117038.99,184271.35,1.677,0,0,17,19,4,4,25848.0,0.846
Southeast Asia,CityGrocer Ltd,DRESSING,Personal Care & Home,Multi-Buy Free Gift,Free Standing Unit,May,4,10.2,19208.0,6512.0,12696.0,2.95,195860.9,6199.09,4132.72,10331.81,0.5379,189661.81,185529.09,92392.41,93136.68,1168.89,66403.56,1328.07,664.04,64411.45,32834.92,31576.53,65075.48,5.5717,0,0,22,26,5,5,56090.0,2.92
Southeast Asia,PrimeRetail Group,FABRIC ENHANCER,Food & Beverage,Multi-Buy Free Gift,End of Aisle Display,May,2,7.01,15538.0,5025.0,10513.0,3.092,108859.1,8937.81,5958.54,14896.34,0.9587,99921.29,93962.76,30886.14,63076.61,1534.81,35202.65,704.05,352.03,34146.57,13748.97,20397.6,34498.6,1.0795,0,0,23,25,5,5,25652.0,1.651
Western Europe,TopChoice Supermarkets,SKIN CARE,Food & Beverage,Everyday Low Price,End of Aisle Display,January,2,22.05,8104.0,4528.0,3576.0,1.79,178694.9,17410.16,11606.78,29016.94,3.5807,161284.74,149677.96,35721.17,113956.8,234.59,99847.38,1996.95,998.47,96851.96,33177.57,63674.38,97850.43,-0.0156,0,0,5,7,1,1,3556.0,0.439
Southeast Asia,EastMart Retail,DEODORANT & FRAGRANCE,Personal Care & Home,Multi-Buy Free Gift,End of Aisle Display,June,2,5.41,3041.0,1429.0,1612.0,2.128,16440.94,1010.34,673.56,1683.9,0.5537,15430.6,14757.04,4919.42,9837.62,191.13,7725.03,154.5,77.25,7493.28,2870.92,4622.36,7570.53,1.0789,0,0,25,27,6,6,13504.0,4.44
Southeast Asia,CityGrocer Ltd,SCRATCH COOKING AID,Food & Beverage,Multi-Unit Deal,Mid Aisle Display,November,1,5.67,73606.0,24541.0,49065.0,2.999,417561.47,23941.3,15960.86,39902.16,0.5421,393620.18,377659.31,161630.33,216028.99,3398.64,139219.76,2784.4,1392.2,135043.16,63016.64,72026.53,136435.36,2.3667,0,0,47,48,11,11,100875.0,1.37
Southeast Asia,Metro Grocery Group,FABRIC CLEANING,Food & Beverage,Other,End of Aisle Display,July,3,15.68,13891.0,5825.0,8066.0,2.385,217789.28,12649.23,8432.82,21082.04,1.5176,205140.05,196707.23,59072.09,137635.14,2752.47,91325.29,1826.51,913.25,88585.53,30871.17,57714.36,89498.78,1.2077,0,0,31,34,7,7,35587.0,2.562
Southeast Asia,Metro Grocery Group,HAIR CARE,Personal Care & Home,Multi-Buy Free Gift,Mid Aisle Display,March,3,9.32,2396.0,984.0,1411.0,2.434,22336.09,1024.2,682.8,1706.99,0.7125,21311.9,20629.1,7865.06,12764.03,122.04,9176.32,183.53,91.76,8901.03,3657.19,5243.84,8992.79,2.3038,0,0,15,18,3,3,3796.0,1.584
Western Europe,HealthFirst Pharmacy,SKIN CARE,Personal Care & Home,Everyday Low Price,Pallet Display,October,3,13.33,7313.0,7087.0,226.0,1.032,97442.94,3046.76,2031.18,5077.94,0.6944,94396.17,92365.0,48380.08,43984.92,182.9,94435.68,1888.71,944.36,91602.61,48975.14,42627.46,92546.97,-0.6751,0,0,41,44,10,10,5074.0,0.694
Southeast Asia,PrimeRetail Group,HEALTHY SNACKING,Food & Beverage,Other,Online,November,1,22.48,8127.0,2150.0,5977.0,3.781,182699.7,16233.07,10822.05,27055.12,3.3291,166466.63,155644.58,48866.32,106778.26,21.67,48325.91,966.52,483.26,46876.14,18632.21,28243.93,47359.4,1.0639,0,0,45,46,11,11,20741.0,2.552
Southeast Asia,PrimeRetail Group,SCRATCH COOKING AID,Food & Beverage,Other,Checkout Display,November,2,4.81,6303.0,1657.0,4647.0,3.805,30306.93,1522.64,1015.09,2537.74,0.4026,28784.29,27769.19,10748.01,17021.18,290.86,7965.26,159.31,79.65,7726.3,3252.8,4473.5,7805.95,2.8593,0,0,47,49,11,11,13669.0,2.169
Southeast Asia,EastMart Retail,HAIR CARE,Personal Care & Home,Temporary Price Reduction,Checkout Display,December,3,13.84,36969.0,14643.0,22325.0,2.525,511498.84,37309.58,24873.06,62182.64,1.682,474189.25,449316.2,173349.9,275966.3,7230.51,202604.35,4052.09,2026.04,196526.22,87216.16,109310.07,198552.27,1.2874,0,0,50,53,12,12,71403.0,1.931
Southeast Asia,EastMart Retail,ICE CREAM CATEGORY,Food & Beverage,Special Pack,Online,August,2,19.18,25796.0,8054.0,17742.0,3.203,494654.43,37258.32,24838.88,62097.2,2.4072,457396.11,432557.23,121513.12,311044.11,8721.64,154433.61,3088.67,1544.34,149800.6,52691.06,97109.54,151344.94,1.0337,0,0,33,35,8,8,32545.0,1.262
Southeast Asia,HomeSave Supermarkets,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,Online,April,2,13.18,78160.0,24896.0,53264.0,3.139,1030147.53,33877.14,22584.76,56461.9,0.7224,996270.39,973685.63,383965.05,589720.58,6065.48,328125.68,6562.51,3281.26,318281.91,130442.34,187839.57,321563.17,4.3158,0,0,18,20,4,4,451039.0,5.771
Western Europe,HealthFirst Pharmacy,SKIN CARE,Food & Beverage,Temporary Price Reduction,Online,March,2,15.34,8000.0,7004.0,996.0,1.142,122754.65,11646.16,7764.11,19410.27,2.4263,111108.49,103344.39,42182.94,61161.44,489.55,107470.87,2149.42,1074.71,104246.74,50700.31,53546.43,105321.45,-0.6049,0,0,15,17,3,3,5892.0,0.737
Western Europe,FineFood Retail,HOME & HYGIENE,Personal Care & Home,Loyalty Mechanic,Mid Aisle Display,July,2,12.37,88125.0,52044.0,36081.0,1.693,1089979.81,87247.13,58164.75,145411.88,1.6501,1002732.68,944567.93,391979.53,552588.4,528.72,643706.56,12874.13,6437.07,624395.36,298054.66,326340.7,630832.43,0.5131,0,0,29,31,7,7,69044.0,0.783
Southeast Asia,Metro Grocery Group,SKIN CLEANSING,Food & Beverage,Temporary Price Reduction,Shelf,October,1,3.21,28108.0,8527.0,19581.0,3.296,90361.79,9388.71,6259.14,15647.85,0.5567,80973.08,74713.94,25140.83,49573.11,1987.55,27412.86,548.26,274.13,26590.48,11551.59,15038.89,26864.6,0.8159,0,0,42,43,10,10,49003.0,1.743
Western Europe,BudgetHome Stores,SKIN CLEANSING,Personal Care & Home,Loyalty Mechanic,Free Standing Unit,June,1,17.45,171654.0,80960.0,90695.0,2.12,2995067.46,107427.02,71618.01,179045.03,1.0431,2887640.45,2816022.44,1284085.84,1531936.59,7734.17,1412604.27,28252.09,14126.04,1370226.14,647698.12,722528.02,1384352.19,3.3177,0,0,27,28,6,6,100848.0,0.588
Southeast Asia,EastMart Retail,SCRATCH COOKING AID,Personal Care & Home,Special Pack,End of Aisle Display,July,3,8.09,30093.0,14326.0,15767.0,2.101,243300.91,8462.21,5641.48,14103.69,0.4687,234838.7,229197.22,80998.65,148198.57,882.3,115826.25,2316.53,1158.26,112351.47,41799.8,70551.67,113509.73,2.533,0,0,30,33,7,7,53667.0,1.783
Southeast Asia,Metro Grocery Group,ICE CREAM CATEGORY,Food & Beverage,Everyday Low Price,Pallet Display,October,3,17.35,14957.0,9442.0,5515.0,1.584,259491.87,17234.03,11489.35,28723.38,1.9204,242257.84,230768.49,90877.58,139890.91,3764.23,163807.61,3276.15,1638.08,158893.38,70585.43,88307.95,160531.46,0.5354,0,0,41,44,10,10,8408.0,0.562
Southeast Asia,CityGrocer Ltd,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,Mid Aisle Display,June,3,11.83,128197.0,47955.0,80243.0,2.673,1516818.03,106428.75,70952.5,177381.25,1.3837,1410389.28,1339436.78,532210.02,807226.76,14330.19,567393.62,11347.87,5673.94,550371.81,248413.83,301957.98,556045.74,1.504,0,0,25,28,6,6,319761.0,2.494
Southeast Asia,HomeSave Supermarkets,HAIR CARE,Food & Beverage,Multi-Buy Free Gift,Pallet Display,January,2,12.33,93237.0,54385.0,38852.0,1.714,1149763.27,111442.62,74295.08,185737.7,1.9921,1038320.64,964025.56,219943.2,744082.36,18588.36,670659.28,13413.19,6706.59,650539.5,216514.73,434024.77,657246.09,-0.0899,0,0,7,9,1,1,210535.0,2.258
Southeast Asia,CityGrocer Ltd,BEVERAGE,Personal Care & Home,Everyday Low Price,Pallet Display,November,2,13.37,64991.0,24113.0,40877.0,2.695,869106.43,92654.28,61769.52,154423.79,2.3761,776452.16,714682.64,205224.87,509457.77,20783.36,322459.45,6449.19,3224.59,312785.67,123764.55,189021.12,316010.26,0.4649,0,0,46,48,11,11,199713.0,3.073
